"disorder1	disorder2	ngenes1	ngenes2	class1	class2	ngenescommon"
"Glaucoma, normal tension, susceptibility to	Optic atrophy 1	3	3	Ophthamological	Ophthamological	3"
"Glaucoma, primary open angle, adult-onset	Glaucoma, primary open angle, juvenile-onset	2	2	Ophthamological	Ophthamological	2"
"Glaucoma, primary open angle, adult-onset	Peters anomaly	2	2	Ophthamological	Developmental	2"
"Glaucoma, primary open angle, juvenile-onset	Peters anomaly	2	2	Ophthamological	Developmental	2"
"Glioblastoma, early-onset	Lymphoma, T-cell	4	4	Cancer	Cancer	4"
"Glioblastoma, early-onset	Lynch cancer family syndrome II	4	4	Cancer	Cancer	4"
"Glioblastoma, early-onset	Muir-Torre syndrome	4	4	Cancer	Cancer	4"
"Glioblastoma, early-onset	Neurofibromatosis, type I, with leukemia	4	4	Cancer	Cancer	4"
"Glioblastoma, early-onset	Ovarian cancer	4	4	Cancer	Cancer	4"
"Glioblastoma, somatic	Ovarian cancer, somatic,	4	4	Cancer	Cancer	4"
"Glioblastoma, somatic	Sialidosis, type I	4	3	Cancer	Metabolic	1"
"Glioblastoma, somatic	Sialidosis, type II	4	3	Cancer	Metabolic	1"
"Glioblastoma, susceptibility to	Insulin resistance, severe, digenic	3	3	Cancer	Metabolic	3"
"Glioblastoma, susceptibility to	Lipodystrophy, familial partial	3	3	Cancer	Metabolic	3"
"Glioblastoma, susceptibility to	Obesity, resistance to	3	3	Cancer	Nutritional	3"
"Glioblastoma, susceptibility to	Obesity, severe	3	3	Cancer	Nutritional	3"
"Glomerulocystic kidney disease, hypoplastic	MODY5 with nephron agenesis	2	2	Renal	Endocrine	2"
"Glomerulocystic kidney disease, hypoplastic	MODY5 with non-diabetic renal disease and Mullerian aplasia	2	2	Renal	Endocrine	2"
"Glomerulocystic kidney disease, hypoplastic	MODY, type V	2	2	Renal	Endocrine	2"
"Glutaricaciduria, type IIA	Glutaricaciduria, type IIB	3	2	Metabolic	Metabolic	1"
"Glutaricaciduria, type IIA	Glutaricaciduria, type IIC	3	2	Metabolic	Metabolic	1"
"Glutaricaciduria, type IIB	Glutaricaciduria, type IIC	2	2	Metabolic	Metabolic	1"
"Glutathione synthetase deficiency	Hemolytic anemia due to glutathione synthetase deficiency	2	2	Metabolic	Hematological	2"
"Glycine encephalopathy	Glycine encephalopathy	3	2	Metabolic	Metabolic	1"
"Glycine encephalopathy	Glycine encephalopathy	3	5	Metabolic	Metabolic	2"
"Glycine encephalopathy	Glycine encephalopathy	2	5	Metabolic	Metabolic	1"
"Glycogenosis, X-linked hepatic, type I	Glycogenosis, X-linked hepatic, type II	2	2	Metabolic	Metabolic	2"
"Glycogen storage disease Ib	Glycogen storage disease Ic	1	1	Metabolic	Metabolic	1"
"Glycogen storage disease IIIa	Glycogen storage disease IIIb	2	2	Metabolic	Metabolic	2"
"GM1-gangliosidosis	Mucopolysaccharidosis IVB	1	1	Metabolic	Metabolic	1"
"GM2-gangliosidosis, several forms	Hex A pseudodeficiency	2	2	Metabolic	Metabolic	2"
"GM2-gangliosidosis, several forms	Tay-Sachs disease	2	2	Metabolic	Metabolic	2"
"Goiter, congenital	Hyperthyroidism, congenital	2	2	Endocrine	Endocrine	2"
"Goiter, congenital	Thrombocythemia, essential	2	4	Endocrine	Hematological	1"
"Goiter, congenital	Thyroid hormone organification defect IIA	2	2	Endocrine	Endocrine	2"
"Goiter, congenital	Total iodide organification defect	2	2	Endocrine	Endocrine	2"
"Goiter, nonendemic, simple	Hypothyroidism, hereditary congenital	2	2	Endocrine	Endocrine	2"
"GRACILE syndrome	Leigh syndrome	3	3	Metabolic	Neurological	3"
"GRACILE syndrome	Mitochondrial complex III deficiency	3	3	Metabolic	multiple	3"
"Graft-versus-host disease, protection against	HIV-1, susceptibility to	2	2	Immunological	Immunological	2"
"Graft-versus-host disease, protection against	Rheumatoid arthritis, progression of	2	2	Immunological	Connective tissue	2"
"Graves disease, susceptibility to	Hypothyroidism, autoimmune	1	1	Endocrine	Endocrine	1"
"Greenberg dysplasia	Pelger-Huet anomaly	2	2	Skeletal	Hematological	2"
"Greig cephalopolysyndactyly syndrome	Pallister-Hall syndrome	4	4	Skeletal	multiple	4"
"Greig cephalopolysyndactyly syndrome	Polydactyly, postaxial, types A1 and B	4	4	Skeletal	Skeletal	4"
"Greig cephalopolysyndactyly syndrome	Polydactyly, preaxial, type IV	4	4	Skeletal	Skeletal	4"
"Growth hormone insensitivity with immunodeficiency	Leukemia, acute promyeloyctic, STAT5B/RARA type	1	1	Endocrine	Cancer	1"
"Guttmacher syndrome	Hand-foot-uterus syndrome	2	2	multiple	multiple	2"
"Haim-Munk syndrome	Papillon-Lefevre syndrome	5	5	multiple	multiple	5"
"Haim-Munk syndrome	Periodontitis, juvenile	5	5	multiple	Ear,Nose,Throat	5"
"HARP syndrome	Neurodegeneration, pantothenate kinase-associated	4	4	Metabolic	Neurological	4"
"HARP syndrome	Schimke immunoosseous dysplasia	4	3	Metabolic	Connective tissue	1"
"Hay-Wells syndrome	Limb-mammary syndrome	7	7	multiple	multiple	7"
"Hay-Wells syndrome	Rapp-Hodgkin syndrome	7	7	multiple	multiple	7"
"Hay-Wells syndrome	Split-hand/foot malformation, type 4	7	7	multiple	Skeletal	7"
"HDL deficiency, familial	Tangier disease	4	4	Metabolic	Metabolic	4"
"HDL response to hormone replacement, augmented	Migraine, susceptibility to	2	2	Metabolic	Neurological	2"
"Hearing loss, low-frequency sensorineural	Wolfram syndrome	4	4	Ear,Nose,Throat	Metabolic	4"
"Heart block, nonprogressive	Heart block, progressive, type I	5	5	Cardiovascular	Cardiovascular	5"
"Heart block, nonprogressive	Long QT syndrome-3	5	5	Cardiovascular	Cardiovascular	5"
"Heart block, nonprogressive	Monilethrix	5	2	Cardiovascular	Dermatological	1"
"Heart block, nonprogressive	Sick sinus syndrome	5	5	Cardiovascular	Cardiovascular	5"
"Heart block, nonprogressive	Ventricular fibrillation, idiopathic	5	5	Cardiovascular	Cardiovascular	5"
"Heart block, progressive, type I	Long QT syndrome-3	5	5	Cardiovascular	Cardiovascular	5"
"Heart block, progressive, type I	Monilethrix	5	2	Cardiovascular	Dermatological	1"
"Heart block, progressive, type I	Sick sinus syndrome	5	5	Cardiovascular	Cardiovascular	5"
"Heart block, progressive, type I	Ventricular fibrillation, idiopathic	5	5	Cardiovascular	Cardiovascular	5"
"Heinz body anemia	Hemoglobin H disease	1	1	Hematological	Hematological	1"
"Heinz body anemia	Hypochromic microcytic anemia	1	1	Hematological	Hematological	1"
"Heinz body anemia	Thalassemia, alpha-	1	1	Hematological	Hematological	1"
"Heinz body anemias, alpha-	Methemoglobinemias, alpha-	1	1	Hematological	Hematological	1"
"Heinz body anemias, alpha-	Thalassemias, alpha-	1	1	Hematological	Hematological	1"
"Heinz body anemias, beta-	HPFH, deletion type	1	1	Hematological	Hematological	1"
"Heinz body anemias, beta-	Methemoglobinemias, beta-	1	1	Hematological	Hematological	1"
"Heinz body anemias, beta-	Sickle cell anemia	1	1	Hematological	Hematological	1"
"Heinz body anemias, beta-	Thalassemia-beta, dominant inclusion-body	1	1	Hematological	Hematological	1"
"Heinz body anemias, beta-	Thalassemias, beta-	1	1	Hematological	Hematological	1"
"HELLP syndrome, maternal, of pregnancy	LCHAD deficiency	2	2	Metabolic	Metabolic	2"
"HELLP syndrome, maternal, of pregnancy	Trifunctional protein deficiency, type 1	2	2	Metabolic	Metabolic	2"
"Hemangioblastoma, cerebellar, somatic	Pheochromocytoma	1	1	Cancer	Cancer	1"
"Hemangioblastoma, cerebellar, somatic	Polycythemia, benign familial	1	1	Cancer	Hematological	1"
"Hemangioblastoma, cerebellar, somatic	Renal cell carcinoma, somatic	1	1	Cancer	Cancer	1"
"Hemangioblastoma, cerebellar, somatic	von Hippel-Lindau syndrome	1	1	Cancer	Cancer	1"
"Hemangioma, capillary infantile, somatic	Lymphedema, hereditary I	3	3	Cancer	Hematological	3"
"Hematopoiesis, cyclic	Neutropenia, congenital	1	1	Hematological	Hematological	1"
"Hemiplegic migraine, familial	Spinocerebellar ataxia-6	3	3	Neurological	Neurological	3"
"Hemochromatosis	Porphyria variegata	3	3	Metabolic	Metabolic	3"
"Hemochromatosis, juvenile	Hemochromatosis, juvenile, digenic	4	4	Metabolic	Metabolic	4"
"Hemoglobin H disease	Hypochromic microcytic anemia	1	1	Hematological	Hematological	1"
"Hemoglobin H disease	Thalassemia, alpha-	1	1	Hematological	Hematological	1"
"Hemolytic anemia due to band 3 defect defect	Renal tubular acidosis, distal	3	3	Hematological	Renal	3"
"Hemolytic anemia due to band 3 defect defect	Spherocytosis, hereditary	3	3	Hematological	Hematological	3"
"Hemolytic anemia due to PGK deficiency	Myoglobinuria/hemolysis due to PGK deficiency	2	2	Hematological	Metabolic	2"
"Hemolytic-uremic syndrome	Macular degeneration, age-related, 1	3	3	Hematological	Ophthamological	3"
"Hemolytic-uremic syndrome	Nephropathy, chronic hypocomplementemic	3	3	Hematological	Renal	3"
"Hemophilia B	Warfarin sensitivity	2	2	Hematological	Hematological	2"
"Hemorrhagic diathesis due to factor V deficiency	Thromboembolism susceptibility due to factor V Leiden	1	1	Hematological	Hematological	1"
"Hemorrhagic diathesis due to factor V deficiency	Thrombophilia due to factor V Liverpool	1	1	Hematological	Hematological	1"
"Hemosiderosis, systemic, due to aceruloplasminemia	Hypoceruloplasminemia, hereditary	1	1	Hematological	Metabolic	1"
"Hepatic adenoma	MODY, type III	3	3	Cancer	Endocrine	3"
"Hepatoblastoma	Hepatocellular carcinoma	1	1	Cancer	Cancer	1"
"Hepatoblastoma	Ovarian carcinoma, endometrioid type	1	1	Cancer	Cancer	1"
"Hepatoblastoma	Pilomatricoma	1	1	Cancer	Cancer	1"
"Hepatocellular carcinoma	Ovarian carcinoma, endometrioid type	1	1	Cancer	Cancer	1"
"Hepatocellular carcinoma	Pilomatricoma	1	1	Cancer	Cancer	1"
"Hepatocellular carcinoma	Histiocytoma	3	3	Cancer	Cancer	3"
"Hepatocellular carcinoma	Li-Fraumeni syndrome	3	3	Cancer	Cancer	3"
"Hepatocellular carcinoma	Multiple malignancy syndrome	3	3	Cancer	Cancer	3"
"Hepatocellular carcinoma	Nasopharyngeal carcinoma	3	3	Cancer	Cancer	3"
"Hepatocellular carcinoma	Osteosarcoma	3	3	Cancer	Cancer	3"
"Hepatocellular carcinoma	Pancreatic cancer	3	3	Cancer	Cancer	3"
"Hepatocellular carcinoma	Thyroid carcinoma	3	3	Cancer	Cancer	3"
"Hepatocellular carcinoma, childhood type	Renal cell carcinoma, papillary, familial and sporadic	1	1	Cancer	Cancer	1"
"Heterotaxy, visceral	Transposition of great arteries, dextro-looped	3	3	multiple	Developmental	3"
"Heterotopia, periventricular	Heterotopia, periventricular, ED variant	8	8	Neurological	Neurological	8"
"Heterotopia, periventricular	Heterotopia, periventricular nodular, with frontometaphyseal dysplasia	8	8	Neurological	Neurological	8"
"Heterotopia, periventricular	Melnick-Needles syndrome	8	8	Neurological	Skeletal	8"
"Heterotopia, periventricular	Otopalatodigital syndrome, type I	8	8	Neurological	multiple	8"
"Heterotopia, periventricular	Otopalatodigital syndrome, type II	8	8	Neurological	multiple	8"
"Heterotopia, periventricular, ED variant	Heterotopia, periventricular nodular, with frontometaphyseal dysplasia	8	8	Neurological	Neurological	8"
"Heterotopia, periventricular, ED variant	Melnick-Needles syndrome	8	8	Neurological	Skeletal	8"
"Heterotopia, periventricular, ED variant	Otopalatodigital syndrome, type I	8	8	Neurological	multiple	8"
"Heterotopia, periventricular, ED variant	Otopalatodigital syndrome, type II	8	8	Neurological	multiple	8"
"Heterotopia, periventricular nodular, with frontometaphyseal dysplasia	Melnick-Needles syndrome	8	8	Neurological	Skeletal	8"
"Heterotopia, periventricular nodular, with frontometaphyseal dysplasia	Otopalatodigital syndrome, type I	8	8	Neurological	multiple	8"
"Heterotopia, periventricular nodular, with frontometaphyseal dysplasia	Otopalatodigital syndrome, type II	8	8	Neurological	multiple	8"
"Hex A pseudodeficiency	Tay-Sachs disease	2	2	Metabolic	Metabolic	2"
"High-molecular-weight kininogen deficiency	Kininogen deficiency	1	1	Hematological	Hematological	1"
"Hirschsprung disease	Shah-Waardenburg syndrome	1	1	Gastrointestinal	multiple	1"
"Hirschsprung disease	Medullary thyroid carcinoma	2	2	Gastrointestinal	Cancer	2"
"Hirschsprung disease	Multiple endocrine neoplasia IIA	2	2	Gastrointestinal	Cancer	2"
"Hirschsprung disease	Multiple endocrine neoplasia IIB	2	2	Gastrointestinal	Cancer	2"
"Hirschsprung disease-2	Waardenburg-Shah syndrome	3	3	Gastrointestinal	multiple	3"
"Hirschsprung disease, cardiac defects, and autonomic dysfunction	Hypertension, essential, susceptibility to	1	1	Gastrointestinal	Cardiovascular	1"
"Hirschsprung disease, short-segment	Neuroblastoma	3	3	Gastrointestinal	Cancer	3"
"Histiocytoma	Li-Fraumeni syndrome	3	3	Cancer	Cancer	3"
"Histiocytoma	Multiple malignancy syndrome	3	3	Cancer	Cancer	3"
"Histiocytoma	Nasopharyngeal carcinoma	3	3	Cancer	Cancer	3"
"Histiocytoma	Osteosarcoma	3	3	Cancer	Cancer	3"
"Histiocytoma	Pancreatic cancer	3	3	Cancer	Cancer	3"
"Histiocytoma	Thyroid carcinoma	3	3	Cancer	Cancer	3"
"HIV-1 disease, delayed progression of	HIV-1 disease, rapid progression of	4	4	Immunological	Immunological	4"
"HIV-1, susceptibility to	Rheumatoid arthritis, progression of	2	2	Immunological	Connective tissue	2"
"Holoprosencephaly-3	Solitary median maxillary central incisor	4	4	Developmental	Skeletal	4"
"Homocystinuria, B6-responsive and nonresponsive types	Thrombosis, hyperhomocysteinemic	1	1	Metabolic	Hematological	1"
"Homocystinuria-megaloblastic anemia, cbl E type	Spina bifida, risk of, 601634	1	1	Metabolic	Developmental	1"
"HPFH, deletion type	Methemoglobinemias, beta-	1	1	Hematological	Hematological	1"
"HPFH, deletion type	Sickle cell anemia	1	1	Hematological	Hematological	1"
"HPFH, deletion type	Thalassemia-beta, dominant inclusion-body	1	1	Hematological	Hematological	1"
"HPFH, deletion type	Thalassemias, beta-	1	1	Hematological	Hematological	1"
"HPRT-related gout	Lesch-Nyhan syndrome, 300322,	2	2	Metabolic	Metabolic	2"
"H. pylori infection, susceptibility to	Mycobacterial infection, atypical, familial disseminated	1	1	Immunological	Immunological	1"
"H. pylori infection, susceptibility to	Tuberculosis, susceptibility to	1	1	Immunological	Respiratory	1"
"Huntington disease-like 1	Insomnia, fatal familial	2	2	Neurological	Psychiatric	2"
"Huntington disease-like 1	Prion disease with protracted course	2	2	Neurological	Neurological	2"
"Huntington disease-like-4	Parkinson disease	2	2	Neurological	Neurological	2"
"Huntington disease-like-4	Spinocerebellar ataxia 17	2	2	Neurological	Neurological	2"
"Hydrocephalus due to aqueductal stenosis	Hydrocephalus with congenital idiopathic intestinal pseudoobstruction	3	3	Neurological	Neurological	3"
"Hydrocephalus due to aqueductal stenosis	Hydrocephalus with Hirschsprung disease and cleft palate	3	3	Neurological	Neurological	3"
"Hydrocephalus due to aqueductal stenosis	MASA syndrome	3	3	Neurological	multiple	3"
"Hydrocephalus with congenital idiopathic intestinal pseudoobstruction	Hydrocephalus with Hirschsprung disease and cleft palate	3	3	Neurological	Neurological	3"
"Hydrocephalus with congenital idiopathic intestinal pseudoobstruction	MASA syndrome	3	3	Neurological	multiple	3"
"Hydrocephalus with Hirschsprung disease and cleft palate	MASA syndrome	3	3	Neurological	multiple	3"
"Hyperalphalipoproteinemia	Longevity, exceptional	1	1	Metabolic	Developmental	1"
"Hypercholanemia, familial	Preeclampsia, susceptibility to	1	1	Gastrointestinal	Cardiovascular	1"
"Hypercholesterolemia, due to ligand-defective apo B	Hypobetalipoproteinemia	2	2	Metabolic	Metabolic	2"
"Hypercholesterolemia, familial	Leiomyomatosis and renal cell cancer	3	1	Metabolic	Cancer	1"
"Hypercholesterolemia, familial	Multiple cutaneous and uterine leiomyomata	3	1	Metabolic	Cancer	1"
"Hyperekplexia and spastic paraparesis	Startle disease, autosomal recessive	2	2	Neurological	Neurological	2"
"Hyperekplexia and spastic paraparesis	Startle disease/hyperekplexia, autosomal dominant	2	2	Neurological	Neurological	2"
"Hyper-IgD syndrome	Mevalonicaciduria	2	2	Immunological	Metabolic	2"
"Hyperinsulinism, familial	MODY, type II	1	1	Metabolic	Endocrine	1"
"Hyperkalemic periodic paralysis	Hypokalemic periodic paralysis	3	3	Neurological	Renal	3"
"Hyperkalemic periodic paralysis	Myasthenic syndrome	3	3	Neurological	Muscular	3"
"Hyperkalemic periodic paralysis	Myotonia congenita, atypical, acetazolamide-responsive	3	3	Neurological	Muscular	3"
"Hyperkalemic periodic paralysis	Paramyotonia congenita	3	3	Neurological	Muscular	3"
"Hyperlipoproteinemia, type III	Myocardial infarction susceptibility	2	2	Metabolic	Cardiovascular	2"
"Hyperlipoproteinemia, type III	Sea-blue histiocyte disease	2	2	Metabolic	Hematological	2"
"Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency	Methionine adenosyltransferase deficiency, autosomal recessive	3	3	Metabolic	Metabolic	3"
"Hyperostosis, endosteal	Osteopetrosis, autosomal dominant, type I	6	6	Bone	Bone	6"
"Hyperostosis, endosteal	Osteoporosis	6	6	Bone	Bone	6"
"Hyperostosis, endosteal	Osteoporosis-pseudoglioma syndrome	6	6	Bone	Bone	6"
"Hyperostosis, endosteal	van Buchem disease, type 2	6	6	Bone	Unclassified	6"
"Hyperparathyroidism, AD	Lipoma, sporadic	1	1	Endocrine	Cancer	1"
"Hyperparathyroidism, AD	Multiple endocrine neoplasia I	1	1	Endocrine	Cancer	1"
"Hyperparathyroidism, AD	Parathyroid adenoma, sporadic	1	1	Endocrine	Cancer	1"
"Hyperparathyroidism, AD	Prolactinoma, hyperparathyroidism, carcinoid syndrome	1	1	Endocrine	Endocrine	1"
"Hyperparathyroidism, familial primary	Hyperparathyroidism-jaw tumor syndrome	2	2	Endocrine	Endocrine	2"
"Hyperparathyroidism, familial primary	Parathyroid adenoma with cystic changes	2	2	Endocrine	Cancer	2"
"Hyperparathyroidism, familial primary	Parathyroid carcinoma	2	2	Endocrine	Cancer	2"
"Hyperparathyroidism-jaw tumor syndrome	Parathyroid adenoma with cystic changes	2	2	Endocrine	Cancer	2"
"Hyperparathyroidism-jaw tumor syndrome	Parathyroid carcinoma	2	2	Endocrine	Cancer	2"
"Hyperparathyroidism, neonatal	Hypocalcemia, autosomal dominant	4	4	Endocrine	Endocrine	4"
"Hyperparathyroidism, neonatal	Hypocalcemia, autosomal dominant, with Bartter syndrome	4	4	Endocrine	Endocrine	4"
"Hyperparathyroidism, neonatal	Hypocalciuric hypercalcemia, type I	4	4	Endocrine	Endocrine	4"
"Hyperphenylalaninemia, mild	Phenylketonuria	2	2	Metabolic	Metabolic	2"
"Hyperproinsulinemia, familial	MODY, one form	1	1	Endocrine	Endocrine	1"
"Hyperprolinemia, type I	Schizophrenia, susceptibility to, 4 600850	3	3	Metabolic	Psychiatric	3"
"Hyperproreninemia	Renal tubular dysgenesis	1	1	Cardiovascular	Renal	1"
"Hyperprothrombinemia	Hypoprothrombinemia	1	1	Hematological	Hematological	1"
"Hypertension, early-onset, autosomal dominant, with exacerbation in pregnancy	Pseudohypoaldosteronism type I, autosomal dominant	3	3	Cardiovascular	Endocrine	3"
"Hypertension, essential	Renal tubular dysgenesis	3	3	Cardiovascular	Renal	3"
"Hypertension, essential, susceptibility to	Preeclampsia, susceptibility to	2	2	Cardiovascular	Cardiovascular	2"
"Hypertension, essential, susceptibility to	Renal tubular dysgenesis	2	2	Cardiovascular	Renal	2"
