disorder	class	gene
Mitochondrial complex III deficiency	multiple	QPC
Mitochondrial DNA depletion myopathy	Muscular	TK2
Mitochondrial DNA depletion syndrome	multiple	SUCLA2
Mitochondrial DNA-depletion syndrome, hepatocerebral form	multiple	DGUOK
Mitochondrial DNA-depletion syndrome, hepatocerebral form	multiple	DGK
Mitochondrial myopathy and sideroblastic anemia	multiple	PUS1
Mitochondrial myopathy and sideroblastic anemia	multiple	MLASA
Mitochondrial respiratory chain complex II deficiency	multiple	SDHA
Mitochondrial respiratory chain complex II deficiency	multiple	SDH2
Mitochondrial respiratory chain complex II deficiency	multiple	SDHF
Miyoshi myopathy	Muscular	DYSF
Miyoshi myopathy	Muscular	LGMD2B
MODY5 with nephron agenesis	Endocrine	TCF2
MODY5 with nephron agenesis	Endocrine	HNF2
MODY5 with non-diabetic renal disease and Mullerian aplasia	Endocrine	TCF2
MODY5 with non-diabetic renal disease and Mullerian aplasia	Endocrine	HNF2
MODY, one form	Endocrine	INS
MODY, type I	Endocrine	HNF4A
MODY, type I	Endocrine	TCF14
MODY, type I	Endocrine	MODY1
MODY, type II	Endocrine	GCK
MODY, type III	Endocrine	TCF1
MODY, type III	Endocrine	HNF1A
MODY, type III	Endocrine	MODY3
MODY, type IV	Endocrine	IPF1
MODY, type V	Endocrine	TCF2
MODY, type V	Endocrine	HNF2
Mohr-Tranebjaerg syndrome	Neurological	TIMM8A
Mohr-Tranebjaerg syndrome	Neurological	DFN1
Mohr-Tranebjaerg syndrome	Neurological	DDP
Mohr-Tranebjaerg syndrome	Neurological	MTS
Mohr-Tranebjaerg syndrome	Neurological	DDP1
Molybdenum cofactor deficiency, type A	Metabolic	MOCS1
Molybdenum cofactor deficiency, type A	Metabolic	MOCOD
Molybdenum cofactor deficiency, type B	Metabolic	MOCS2
Molybdenum cofactor deficiency, type B	Metabolic	MPTS
Molybdenum cofactor deficiency, type C	Metabolic	GPH
Molybdenum cofactor deficiency, type C	Metabolic	KIAA1385
Molybdenum cofactor deficiency, type C	Metabolic	GEPH
Monilethrix	Dermatological	KRTHB1
Monilethrix	Dermatological	HB1
Monilethrix	Dermatological	KRTHB6
Monilethrix	Dermatological	HB6
Morning glory disc anomaly	Skeletal	PAX6
Morning glory disc anomaly	Skeletal	AN2
Morning glory disc anomaly	Skeletal	MGDA
Mowat-Wilson syndrome	Developmental	ZFHX1B
Mowat-Wilson syndrome	Developmental	SMADIP1
Mowat-Wilson syndrome	Developmental	SIP1
Moyamoya disease 3	Neurological	MYMY3
Muckle-Wells syndrome	multiple	CIAS1
Muckle-Wells syndrome	multiple	C1orf7
Muckle-Wells syndrome	multiple	FCU
Muckle-Wells syndrome	multiple	FCAS
Mucoepidermoid salivary gland carcinoma	Cancer	MAML2
Mucoepidermoid salivary gland carcinoma	Cancer	MAM3
Mucoepidermoid salivary gland carcinoma	Cancer	MECT1
Mucoepidermoid salivary gland carcinoma	Cancer	KIAA0616
Mucolipidosis IIIA	Metabolic	GNPTAB
Mucolipidosis IIIA	Metabolic	GNPTA
Mucolipidosis IIIC	Metabolic	GNPTAG
Mucolipidosis IV	Metabolic	MCOLN1
Mucolipidosis IV	Metabolic	ML4
Mucopolysaccharidosis Ih	Metabolic	IDUA
Mucopolysaccharidosis Ih	Metabolic	IDA
Mucopolysaccharidosis Ih/s	Metabolic	IDUA
Mucopolysaccharidosis Ih/s	Metabolic	IDA
Mucopolysaccharidosis II	Metabolic	IDS
Mucopolysaccharidosis II	Metabolic	MPS2
Mucopolysaccharidosis II	Metabolic	SIDS
Mucopolysaccharidosis Is	Metabolic	IDUA
Mucopolysaccharidosis Is	Metabolic	IDA
Mucopolysaccharidosis IVA	Metabolic	GALNS
Mucopolysaccharidosis IVA	Metabolic	MPS4A
Mucopolysaccharidosis IVB	Metabolic	GLB1
Mucopolysaccharidosis type IIID	Metabolic	GNS
Mucopolysaccharidosis type IIID	Metabolic	G6S
Mucopolysaccharidosis type IX	Metabolic	HYAL1
Mucopolysaccharidosis VII	Metabolic	GUSB
Mucopolysaccharidosis VII	Metabolic	MPS7
Muenke syndrome	Skeletal	FGFR3
Muenke syndrome	Skeletal	ACH
Muir-Torre syndrome	Cancer	MLH1
Muir-Torre syndrome	Cancer	COCA2
Muir-Torre syndrome	Cancer	HNPCC2
Muir-Torre syndrome	Cancer	MSH2
Muir-Torre syndrome	Cancer	COCA1
Muir-Torre syndrome	Cancer	FCC1
Muir-Torre syndrome	Cancer	HNPCC1
Mulibrey nanism	multiple	TRIM37
Mulibrey nanism	multiple	MUL
Mulibrey nanism	multiple	KIAA0898
Multiple cutaneous and uterine leiomyomata	Cancer	FH
Multiple endocrine neoplasia I	Cancer	MEN1
Multiple endocrine neoplasia IIA	Cancer	RET
Multiple endocrine neoplasia IIA	Cancer	MEN2A
Multiple endocrine neoplasia IIB	Cancer	RET
Multiple endocrine neoplasia IIB	Cancer	MEN2A
Multiple malignancy syndrome	Cancer	TP53
Multiple malignancy syndrome	Cancer	P53
Multiple malignancy syndrome	Cancer	LFS1
Multiple myeloma	Cancer	IRF4
Multiple myeloma	Cancer	LSIRF
Multiple myeloma, resistance to	Cancer	LIG4
Multiple sclerosis, susceptibility to	Neurological	MHC2TA
Multiple sclerosis, susceptibility to	Neurological	C2TA
Multiple sclerosis, susceptibility to	Neurological	PTPRC
Multiple sclerosis, susceptibility to	Neurological	CD45
Multiple sclerosis, susceptibility to	Neurological	LCA
Multiple sulfatase deficiency	Metabolic	SUMF1
Multiple sulfatase deficiency	Metabolic	FGE
Muscle-eye-brain disease	multiple	POMGNT1
Muscle-eye-brain disease	multiple	MEB
Muscle glycogenosis	Muscular	PHKA1
Muscle hypertrophy	Muscular	GDF8
Muscle hypertrophy	Muscular	MSTN
Muscular dystrophy, congenital, 1C	Muscular	FKRP
Muscular dystrophy, congenital, 1C	Muscular	MDC1C
Muscular dystrophy, congenital, 1C	Muscular	LGMD2I
Muscular dystrophy, congenital, due to partial LAMA2 deficiency	Muscular	LAMA2
Muscular dystrophy, congenital, due to partial LAMA2 deficiency	Muscular	LAMM
Muscular dystrophy, congenital merosin-deficient	Muscular	LAMA2
Muscular dystrophy, congenital merosin-deficient	Muscular	LAMM
Muscular dystrophy, congenital, type 1D	Muscular	LARGE
Muscular dystrophy, congenital, type 1D	Muscular	KIAA0609
Muscular dystrophy, congenital, type 1D	Muscular	MDC1D
Muscular dystrophy, Fukuyama congenital	Muscular	FCMD
Muscular dystrophy, limb-girdle, type 1A	Muscular	TTID
Muscular dystrophy, limb-girdle, type 1A	Muscular	MYOT
Muscular dystrophy, limb-girdle, type 2A	Muscular	CAPN3
Muscular dystrophy, limb-girdle, type 2A	Muscular	CANP3
Muscular dystrophy, limb-girdle, type 2B	Muscular	DYSF
Muscular dystrophy, limb-girdle, type 2B	Muscular	LGMD2B
Muscular dystrophy, limb-girdle, type 2C	Muscular	SGCG
Muscular dystrophy, limb-girdle, type 2C	Muscular	LGMD2C
Muscular dystrophy, limb-girdle, type 2C	Muscular	DMDA1
Muscular dystrophy, limb-girdle, type 2C	Muscular	SCG3
Muscular dystrophy, limb-girdle, type 2D	Muscular	SGCA
Muscular dystrophy, limb-girdle, type 2D	Muscular	ADL
Muscular dystrophy, limb-girdle, type 2D	Muscular	DAG2
Muscular dystrophy, limb-girdle, type 2D	Muscular	LGMD2D
Muscular dystrophy, limb-girdle, type 2D	Muscular	DMDA2
Muscular dystrophy, limb-girdle, type 2E	Muscular	SGCB
Muscular dystrophy, limb-girdle, type 2E	Muscular	LGMD2E
Muscular dystrophy, limb-girdle, type 2F	Muscular	SGCD
Muscular dystrophy, limb-girdle, type 2F	Muscular	SGD
Muscular dystrophy, limb-girdle, type 2F	Muscular	LGMD2F
Muscular dystrophy, limb-girdle, type 2F	Muscular	CMD1L
Muscular dystrophy, limb-girdle, type 2G	Muscular	TCAP
Muscular dystrophy, limb-girdle, type 2G	Muscular	LGMD2G
Muscular dystrophy, limb-girdle, type 2G	Muscular	CMD1N
Muscular dystrophy, limb-girdle, type 2H	Muscular	TRIM32
Muscular dystrophy, limb-girdle, type 2H	Muscular	HT2A
Muscular dystrophy, limb-girdle, type 2H	Muscular	LGMD2H
Muscular dystrophy, limb-girdle, type 2I	Muscular	FKRP
Muscular dystrophy, limb-girdle, type 2I	Muscular	MDC1C
Muscular dystrophy, limb-girdle, type 2I	Muscular	LGMD2I
Muscular dystrophy, limb-girdle, type 2J	Muscular	TTN
Muscular dystrophy, limb-girdle, type 2J	Muscular	CMD1G
Muscular dystrophy, limb-girdle, type 2J	Muscular	TMD
Muscular dystrophy, limb-girdle, type 2J	Muscular	LGMD2J
Muscular dystrophy, limb-girdle, type 2K	Muscular	POMT1
Muscular dystrophy, limb-girdle, type IC	Muscular	CAV3
Muscular dystrophy, limb-girdle, type IC	Muscular	LGMD1C
Muscular dystrophy, rigid spine, 1	Muscular	SEPN1
Muscular dystrophy, rigid spine, 1	Muscular	SELN
Muscular dystrophy, rigid spine, 1	Muscular	RSMD1
Muscular dystrophy with epidermolysis bullosa simplex	Muscular	PLEC1
Muscular dystrophy with epidermolysis bullosa simplex	Muscular	PLTN
Muscular dystrophy with epidermolysis bullosa simplex	Muscular	EBS1
Myasthenia, familial infantile, 1	Muscular	CMS1A1
Myasthenia, familial infantile, 1	Muscular	FIM1
Myasthenic syndrome	Muscular	SCN4A
Myasthenic syndrome	Muscular	HYPP
Myasthenic syndrome	Muscular	NAC1A
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	CHRNB1
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	ACHRB
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	SCCMS
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	CMS2A
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	CMS1D
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	CHRNE
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	SCCMS
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	CMS2A
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	FCCMS
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	CMS1E
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	CMS1D
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	RAPSN
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	CMS1D
Myasthenic syndrome, congenital, associated with acetylcholine receptor deficiency	Muscular	CMS1E
Myasthenic syndrome, congenital, associated with episodic apnea	Muscular	CHAT
Myasthenic syndrome, congenital, associated with episodic apnea	Muscular	CMS1A2
Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Muscular	RAPSN
Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Muscular	CMS1D
Myasthenic syndrome, congenital, associated with facial dysmorphism and acetylcholine receptor deficiency	Muscular	CMS1E
Myasthenic syndrome, fast-channel congenital	Muscular	CHRNA1
Myasthenic syndrome, fast-channel congenital	Muscular	ACHRD
Myasthenic syndrome, fast-channel congenital	Muscular	CMS2A
Myasthenic syndrome, fast-channel congenital	Muscular	SCCMS
Myasthenic syndrome, fast-channel congenital	Muscular	FCCMS
Myasthenic syndrome, fast-channel congenital	Muscular	CHRND
Myasthenic syndrome, fast-channel congenital	Muscular	ACHRD
Myasthenic syndrome, fast-channel congenital	Muscular	SCCMS
Myasthenic syndrome, fast-channel congenital	Muscular	CMS2A
Myasthenic syndrome, fast-channel congenital	Muscular	FCCMS
Myasthenic syndrome, fast-channel congenital	Muscular	CHRNE
Myasthenic syndrome, fast-channel congenital	Muscular	SCCMS
Myasthenic syndrome, fast-channel congenital	Muscular	CMS2A
Myasthenic syndrome, fast-channel congenital	Muscular	FCCMS
Myasthenic syndrome, fast-channel congenital	Muscular	CMS1E
Myasthenic syndrome, fast-channel congenital	Muscular	CMS1D
Myasthenic syndrome, slow-channel congenital	Muscular	CHRNA1
Myasthenic syndrome, slow-channel congenital	Muscular	ACHRD
Myasthenic syndrome, slow-channel congenital	Muscular	CMS2A
Myasthenic syndrome, slow-channel congenital	Muscular	SCCMS
Myasthenic syndrome, slow-channel congenital	Muscular	FCCMS
Myasthenic syndrome, slow-channel congenital	Muscular	CHRNB1
Myasthenic syndrome, slow-channel congenital	Muscular	ACHRB
Myasthenic syndrome, slow-channel congenital	Muscular	SCCMS
Myasthenic syndrome, slow-channel congenital	Muscular	CMS2A
Myasthenic syndrome, slow-channel congenital	Muscular	CMS1D
Myasthenic syndrome, slow-channel congenital	Muscular	CHRND
Myasthenic syndrome, slow-channel congenital	Muscular	ACHRD
Myasthenic syndrome, slow-channel congenital	Muscular	SCCMS
Myasthenic syndrome, slow-channel congenital	Muscular	CMS2A
Myasthenic syndrome, slow-channel congenital	Muscular	FCCMS
Myasthenic syndrome, slow-channel congenital	Muscular	CHRNE
Myasthenic syndrome, slow-channel congenital	Muscular	SCCMS
Myasthenic syndrome, slow-channel congenital	Muscular	CMS2A
Myasthenic syndrome, slow-channel congenital	Muscular	FCCMS
Myasthenic syndrome, slow-channel congenital	Muscular	CMS1E
Myasthenic syndrome, slow-channel congenital	Muscular	CMS1D
Mycobacterial and salmonella infections, susceptibility to	Immunological	IL12RB1
Mycobacterial infection, atypical, familial disseminated	Immunological	IFNGR1
Mycobacterial infection, atypical, familial disseminated	Immunological	IFNGR2
Mycobacterial infection, atypical, familial disseminated	Immunological	IFNGT1
Mycobacterial infection, atypical, familial disseminated	Immunological	IFGR2
Mycobacterial infection, atypical, familial disseminated	Immunological	STAT1
Mycobacterium tuberculosis, suceptibility to infection by	Immunological	NRAMP1
Mycobacterium tuberculosis, suceptibility to infection by	Immunological	NRAMP
Myelodysplasia syndrome-1	Muscular	MDS1
Myelodysplastic syndrome	Muscular	FACL6
Myelodysplastic syndrome	Muscular	ACS2
Myelodysplastic syndrome, preleukemic	Muscular	IRF1
Myelodysplastic syndrome, preleukemic	Muscular	MAR
Myelofibrosis, idiopathic	Hematological	JAK2
Myelogenous leukemia, acute	Cancer	FACL6
Myelogenous leukemia, acute	Cancer	ACS2
Myelogenous leukemia, acute	Cancer	IRF1
Myelogenous leukemia, acute	Cancer	MAR
Myeloid leukemia, acute, M4Eo subtype	Cancer	CBFB
Myeloid malignancy, predisposition to	Cancer	CSF1R
Myeloid malignancy, predisposition to	Cancer	FMS
Myelokathexis, isolated	Immunological	CXCR4
Myelokathexis, isolated	Immunological	D2S201E
Myelokathexis, isolated	Immunological	NPY3R
Myelokathexis, isolated	Immunological	WHIM
Myelomonocytic leukemia, chronic	Cancer	PDGFRB
Myelomonocytic leukemia, chronic	Cancer	PDGFR
Myeloperoxidase deficiency	Immunological	MPO
Myeloproliferative disorder with eosinophilia	Cancer	PDGFRB
Myeloproliferative disorder with eosinophilia	Cancer	PDGFR
Myoadenylate deaminase deficiency	Muscular	AMPD1
Myocardial infarction, decreased susceptibility to	Cardiovascular	F7
Myocardial infarction susceptibility	Cardiovascular	APOE
Myocardial infarction susceptibility	Cardiovascular	AD2
Myocardial infarction, susceptibility to	Cardiovascular	ACE
Myocardial infarction, susceptibility to	Cardiovascular	DCP1
Myocardial infarction, susceptibility to	Cardiovascular	ACE1
Myocardial infarction, susceptibility to	Cardiovascular	ALOX5AP
Myocardial infarction, susceptibility to	Cardiovascular	FLAP
Myocardial infarction, susceptibility to	Cardiovascular	LGALS2
Myocardial infarction, susceptibility to	Cardiovascular	LTA
Myocardial infarction, susceptibility to	Cardiovascular	TNFB
Myocardial infarction, susceptibility to	Cardiovascular	OLR1
Myocardial infarction, susceptibility to	Cardiovascular	LOX1
Myocardial infarction, susceptibility to	Cardiovascular	THBD
Myocardial infarction, susceptibility to	Cardiovascular	THRM
Myocardial infarction, susceptibility to	Cardiovascular	GCLM
Myocardial infarction, susceptibility to	Cardiovascular	GLCLR
Myocardial infarction, susceptibility to	Cardiovascular	TNFSF4
Myocardial infarction, susceptibility to	Cardiovascular	GP34
Myocardial infarction, susceptibility to	Cardiovascular	OX4OL
Myoclonic epilepsy, juvenile, 1	Neurological	EFHC1
Myoclonic epilepsy, juvenile, 1	Neurological	FLJ10466
Myoclonic epilepsy, juvenile, 1	Neurological	EJM1
Myoclonic epilepsy, severe, of infancy	Neurological	GABRG2
Myoclonic epilepsy, severe, of infancy	Neurological	GEFSP3
Myoclonic epilepsy, severe, of infancy	Neurological	CAE2
Myoclonic epilepsy, severe, of infancy	Neurological	ECA2
Myoclonic epilepsy with mental retardation and spasticity	Neurological	ARX
Myoclonic epilepsy with mental retardation and spasticity	Neurological	ISSX
Myoclonic epilepsy with mental retardation and spasticity	Neurological	PRTS
Myoclonic epilepsy with mental retardation and spasticity	Neurological	MRXS1
Myoclonic epilepsy with mental retardation and spasticity	Neurological	MRX36
Myoclonic epilepsy with mental retardation and spasticity	Neurological	MRX54
Myoglobinuria/hemolysis due to PGK deficiency	Metabolic	PGK1
Myoglobinuria/hemolysis due to PGK deficiency	Metabolic	PGKA
Myokymia with neonatal epilepsy	Neurological	KCNQ2
Myokymia with neonatal epilepsy	Neurological	EBN1
Myoneurogastrointestinal encephalomyopathy syndrome	multiple	ECGF1
Myopathy, actin, congenital, with cores	Muscular	ACTA1
Myopathy, actin, congenital, with cores	Muscular	ASMA
Myopathy, actin, congenital, with cores	Muscular	NEM3
Myopathy, actin, congenital, with cores	Muscular	NEM1
Myopathy, actin, congenital, with excess of thin myofilaments	Muscular	ACTA1
Myopathy, actin, congenital, with excess of thin myofilaments	Muscular	ASMA
Myopathy, actin, congenital, with excess of thin myofilaments	Muscular	NEM3
Myopathy, actin, congenital, with excess of thin myofilaments	Muscular	NEM1
Myopathy, cardioskeletal, desmin-related, with cataract	Muscular	CRYAB
Myopathy, cardioskeletal, desmin-related, with cataract	Muscular	CRYA2
Myopathy, cardioskeletal, desmin-related, with cataract	Muscular	CTPP2
Myopathy, centronuclear	Muscular	MYF6
Myopathy, congenital	Muscular	ITGA7
Myopathy, desmin-related, cardioskeletal	Muscular	DES
Myopathy, desmin-related, cardioskeletal	Muscular	CMD1I
Myopathy, distal, with anterior tibial onset	Muscular	DYSF
Myopathy, distal, with anterior tibial onset	Muscular	LGMD2B
Myopathy, distal, with decreased caveolin 3	Muscular	CAV3
